Agency,Name,Position,Remuneration,Expenses,Year,Sector
Victoria police,,Sergeant,152201,495,2020,Municipal Police
Victoria police,,Constable,152857,0,2020,Municipal Police
Victoria police,,Sergeant,153274,0,2020,Municipal Police
Victoria police,,Staff Sergeant,154039,19,2020,Municipal Police
Victoria police,,Sergeant,154399,0,2020,Municipal Police
Victoria police,,Sergeant,154941,0,2020,Municipal Police
Victoria police,,Staff Sergeant,155271,1808,2020,Municipal Police
Victoria police,,Constable,155587,0,2020,Municipal Police
Victoria police,,Sergeant,155760,2269,2020,Municipal Police
Victoria police,,Constable,157021,0,2020,Municipal Police
Victoria police,,Sergeant,157060,36,2020,Municipal Police
Victoria police,"Hurcombe,  S",Controller - Finance,157169,0,2020,Municipal Police
Victoria police,,Sergeant,159151,0,2020,Municipal Police
Victoria police,,Sergeant,159225,111,2020,Municipal Police
Victoria police,"Perry, D","Director, Information Management",160107,0,2020,Municipal Police
Victoria police,,Sergeant,160340,2553,2020,Municipal Police
Victoria police,,Constable,160411,4,2020,Municipal Police
Victoria police,,Constable,160998,0,2020,Municipal Police
Victoria police,,Staff Sergeant,161418,997,2020,Municipal Police
Victoria police,"King,  C",Inspector,161847,194,2020,Municipal Police
Victoria police,"Jones,  K",Inspector,161908,4070,2020,Municipal Police
Victoria police,,Constable,162353,3170,2020,Municipal Police
Victoria police,,Constable,162482,998,2020,Municipal Police
Victoria police,,Sergeant,162907,0,2020,Municipal Police
Victoria police,,Staff Sergeant,164098,0,2020,Municipal Police
Victoria police,,Sergeant,165898,1476,2020,Municipal Police
Victoria police,,Staff Sergeant,171253,0,2020,Municipal Police
Victoria police,,Staff Sergeant,171715,0,2020,Municipal Police
Victoria police,,Staff Sergeant,172413,0,2020,Municipal Police
Victoria police,"Parks,  T",Inspector,173199,4133,2020,Municipal Police
Victoria police,"Mcrae,  J",Inspector,173609,1555,2020,Municipal Police
Victoria police,,Sergeant,173978,2466,2020,Municipal Police
Victoria police,"Brown,  M",Inspector,175930,71,2020,Municipal Police
Victoria police,"Brown,  C",Inspector,175930,123,2020,Municipal Police
Victoria police,,Constable,178738,1937,2020,Municipal Police
Victoria police,"Hamilton,  G",Inspector,179406,607,2020,Municipal Police
Victoria police,"Lindner,  M",Inspector,179406,521,2020,Municipal Police
Victoria police,,Staff Sergeant,189179,0,2020,Municipal Police
Victoria police,,Staff Sergeant,200343,84,2020,Municipal Police
Victoria police,"Laidman,  J",Deputy Chief,202307,3146,2020,Municipal Police
Victoria police,"Watson,  C",Deputy Chief,205756,5479,2020,Municipal Police
Victoria police,,Constable,213687,0,2020,Municipal Police
Victoria police,"Manak,  D",Police Chief,247814,7351,2020,Municipal Police
Abbotsford police,"Serr, Michael",Chief Constable,245497,2745,2020,Municipal Police
Abbotsford police,"Freill, Bernadine",Deputy Chief Constable,211861,2539,2020,Municipal Police
Abbotsford police,"Crosby, Jones Brett",Deputy Chief Constable,207129,2788,2020,Municipal Police
Abbotsford police,,Detective,204242,2908,2020,Municipal Police
Abbotsford police,,Detective,203122,2887,2020,Municipal Police
Abbotsford police,"Chesley, Thomas",Inspector,187879,445,2020,Municipal Police
Abbotsford police,"Burrows, Jason",Inspector,187334,572,2020,Municipal Police
Abbotsford police,"Thomson, Colin",Inspector,179087,1740,2020,Municipal Police
Abbotsford police,"Vinet, Casey",Inspector,176363,585,2020,Municipal Police
Abbotsford police,,Sergeant,176093,0,2020,Municipal Police
Abbotsford police,,Constable,169001,0,2020,Municipal Police
Abbotsford police,"Millard, Randolph",Director,160142,1125,2020,Municipal Police
Abbotsford police,"Lo, Patricia",Director,159204,0,2020,Municipal Police
Abbotsford police,,Detective,156697,1320,2020,Municipal Police
Abbotsford police,,Detective,156393,1221,2020,Municipal Police
Abbotsford police,,Constable,155607,0,2020,Municipal Police
Abbotsford police,,Staff Sergeant,155064,130,2020,Municipal Police
Abbotsford police,,Sergeant,154585,1528,2020,Municipal Police
Abbotsford police,"Klassen, Elaine",Director,153092,0,2020,Municipal Police
Abbotsford police,,Staff Sergeant,152932,1149,2020,Municipal Police
Abbotsford police,,Sergeant,151756,0,2020,Municipal Police
Abbotsford police,,Detective,151012,1018,2020,Municipal Police
Abbotsford police,,Sergeant,149699,657,2020,Municipal Police
Abbotsford police,,Sergeant,149547,1312,2020,Municipal Police
Abbotsford police,,Staff Sergeant,148445,176,2020,Municipal Police
Abbotsford police,"Bird, Judith",Sergeant,147511,139,2020,Municipal Police
Abbotsford police,,Sergeant,147439,1132,2020,Municipal Police
Abbotsford police,,Sergeant,147121,140,2020,Municipal Police
Abbotsford police,,Constable,146691,1311,2020,Municipal Police
Abbotsford police,,Constable,146237,5681,2020,Municipal Police
Abbotsford police,,Sergeant,146215,557,2020,Municipal Police
Abbotsford police,,Sergeant,146013,0,2020,Municipal Police
Abbotsford police,,Sergeant,145934,0,2020,Municipal Police
Abbotsford police,,Sergeant,145875,1524,2020,Municipal Police
Abbotsford police,,Staff Sergeant,145822,0,2020,Municipal Police
Abbotsford police,,Staff Sergeant,145480,745,2020,Municipal Police
Abbotsford police,,Staff Sergeant,144769,0,2020,Municipal Police
Abbotsford police,,Staff Sergeant,144293,0,2020,Municipal Police
Abbotsford police,,Detective,144201,1770,2020,Municipal Police
Abbotsford police,,Constable,144170,28,2020,Municipal Police
Abbotsford police,,Staff Sergeant,143689,0,2020,Municipal Police
Abbotsford police,,Sergeant,142550,0,2020,Municipal Police
Abbotsford police,,Constable,142374,44,2020,Municipal Police
Abbotsford police,,Sergeant,142212,350,2020,Municipal Police
Abbotsford police,,Detective,141302,1684,2020,Municipal Police
Abbotsford police,,Staff Sergeant,141292,0,2020,Municipal Police
Abbotsford police,,Staff Sergeant,141052,1146,2020,Municipal Police
Abbotsford police,,Detective,140831,1180,2020,Municipal Police
Abbotsford police,,Constable,140693,138,2020,Municipal Police
Abbotsford police,"Walker, Paul",Constable,140227,1481,2020,Municipal Police
Abbotsford police,,Constable,139350,20,2020,Municipal Police
Abbotsford police,,Sergeant,139323,32,2020,Municipal Police
Abbotsford police,,Sergeant,137929,1289,2020,Municipal Police
Abbotsford police,,Constable,137638,5585,2020,Municipal Police
Abbotsford police,,Detective,137346,610,2020,Municipal Police
Abbotsford police,,Detective,137189,1587,2020,Municipal Police
Abbotsford police,,Detective,137072,1467,2020,Municipal Police
Abbotsford police,,Detective,135612,945,2020,Municipal Police
Abbotsford police,,Sergeant,135114,93,2020,Municipal Police
Abbotsford police,,Sergeant,135081,598,2020,Municipal Police
Abbotsford police,,Sergeant,134894,287,2020,Municipal Police
Abbotsford police,,Constable,134798,2057,2020,Municipal Police
Abbotsford police,,Constable,134722,302,2020,Municipal Police
Abbotsford police,,Sergeant,133621,0,2020,Municipal Police
Abbotsford police,,Constable,133563,113,2020,Municipal Police
Abbotsford police,,Sergeant,133401,1156,2020,Municipal Police
Abbotsford police,,Sergeant,133360,1146,2020,Municipal Police
Abbotsford police,,Constable,133080,110,2020,Municipal Police
Abbotsford police,,Detective,132935,1626,2020,Municipal Police
Abbotsford police,,Constable,132828,1479,2020,Municipal Police
Abbotsford police,,Sergeant,131945,1169,2020,Municipal Police
Abbotsford police,,Sergeant,131535,1146,2020,Municipal Police
Abbotsford police,,Constable,131122,1368,2020,Municipal Police
Abbotsford police,,Constable,130973,245,2020,Municipal Police
Abbotsford police,,Detective,130932,1194,2020,Municipal Police
Abbotsford police,,Constable,130576,85,2020,Municipal Police
Abbotsford police,,Constable,129947,20,2020,Municipal Police
Abbotsford police,,Detective,129434,1289,2020,Municipal Police
Abbotsford police,,Detective,128438,280,2020,Municipal Police
Abbotsford police,,Constable,127915,0,2020,Municipal Police
Abbotsford police,,Detective,127528,1238,2020,Municipal Police
Abbotsford police,,Constable,127502,1286,2020,Municipal Police
Abbotsford police,"Boyes, Gordon",Manager,127107,0,2020,Municipal Police
Abbotsford police,,Constable,126970,65,2020,Municipal Police
Abbotsford police,,Constable,126659,64,2020,Municipal Police
Abbotsford police,,Constable,126112,0,2020,Municipal Police
Abbotsford police,,Constable,125640,1125,2020,Municipal Police
Abbotsford police,,Constable,124928,0,2020,Municipal Police
Abbotsford police,,Constable,124471,0,2020,Municipal Police
Abbotsford police,,Constable,123815,219,2020,Municipal Police
Abbotsford police,,Constable,123750,225,2020,Municipal Police
Abbotsford police,,Constable,123749,0,2020,Municipal Police
Abbotsford police,,Constable,123519,1343,2020,Municipal Police
Abbotsford police,,Constable,123005,20,2020,Municipal Police
Abbotsford police,,Detective,122951,1386,2020,Municipal Police
Abbotsford police,,Constable,122857,0,2020,Municipal Police
Abbotsford police,"Thomas, Jody",Constable,122799,1254,2020,Municipal Police
Abbotsford police,,Constable,122694,15,2020,Municipal Police
Abbotsford police,,Constable,122621,0,2020,Municipal Police
Abbotsford police,,Constable,122437,0,2020,Municipal Police
Abbotsford police,,Constable,122054,0,2020,Municipal Police
Abbotsford police,,Detective,122008,1167,2020,Municipal Police
Abbotsford police,,Constable,121779,0,2020,Municipal Police
Abbotsford police,,Constable,121049,209,2020,Municipal Police
Abbotsford police,,Constable,120722,0,2020,Municipal Police
Abbotsford police,,Constable,120686,37,2020,Municipal Police
Abbotsford police,,Constable,120485,1723,2020,Municipal Police
Abbotsford police,,Constable,120347,1435,2020,Municipal Police
Abbotsford police,,Constable,120133,0,2020,Municipal Police
Abbotsford police,,Constable,120131,63,2020,Municipal Police
Abbotsford police,,Constable,119818,991,2020,Municipal Police
Abbotsford police,,Constable,119596,1011,2020,Municipal Police
Abbotsford police,,Constable,119594,1967,2020,Municipal Police
Abbotsford police,,Constable,119519,218,2020,Municipal Police
Abbotsford police,,Constable,119517,0,2020,Municipal Police
Abbotsford police,,Constable,119434,1862,2020,Municipal Police
Abbotsford police,,Constable,119174,0,2020,Municipal Police
Abbotsford police,,Constable,118961,160,2020,Municipal Police
Abbotsford police,,Constable,118886,0,2020,Municipal Police
Abbotsford police,,Constable,118258,1206,2020,Municipal Police
Abbotsford police,,Constable,118244,0,2020,Municipal Police
Abbotsford police,,Detective,118212,1322,2020,Municipal Police
Abbotsford police,,Constable,118109,31,2020,Municipal Police
Abbotsford police,,Constable,117822,0,2020,Municipal Police
Abbotsford police,,Detective,117763,1064,2020,Municipal Police
Abbotsford police,,Constable,117742,0,2020,Municipal Police
Abbotsford police,,Constable,117691,0,2020,Municipal Police
Abbotsford police,,Constable,117679,883,2020,Municipal Police
Abbotsford police,,Constable,117671,588,2020,Municipal Police
Abbotsford police,,Constable,117625,529,2020,Municipal Police
Abbotsford police,,Constable,117243,935,2020,Municipal Police
Abbotsford police,,Constable,117164,0,2020,Municipal Police
Abbotsford police,,Constable,117077,64,2020,Municipal Police
Abbotsford police,,Detective,117027,1206,2020,Municipal Police
Abbotsford police,,Constable,117009,2406,2020,Municipal Police
Abbotsford police,,Constable,116980,443,2020,Municipal Police
Abbotsford police,,Constable,116976,0,2020,Municipal Police
Abbotsford police,,Detective,116975,1066,2020,Municipal Police
Abbotsford police,,Constable,116962,0,2020,Municipal Police
Abbotsford police,,Constable,116778,69,2020,Municipal Police
Abbotsford police,,Constable,116772,0,2020,Municipal Police
Abbotsford police,,Constable,116602,0,2020,Municipal Police
Abbotsford police,,Constable,116545,1130,2020,Municipal Police
Abbotsford police,,Constable,116422,1302,2020,Municipal Police
Abbotsford police,,Constable,116392,490,2020,Municipal Police
Abbotsford police,,Constable,116331,623,2020,Municipal Police
Abbotsford police,,Constable,115970,0,2020,Municipal Police
Abbotsford police,,Constable,115752,0,2020,Municipal Police
Abbotsford police,,Constable,115651,1445,2020,Municipal Police
Abbotsford police,,Constable,115524,30,2020,Municipal Police
Abbotsford police,,Constable,114714,115,2020,Municipal Police
Abbotsford police,,Constable,114485,502,2020,Municipal Police
Abbotsford police,,Constable,114380,346,2020,Municipal Police
Abbotsford police,,Constable,114346,1716,2020,Municipal Police
Abbotsford police,,Constable,114134,0,2020,Municipal Police
Abbotsford police,,Constable,113706,1257,2020,Municipal Police
Abbotsford police,,Constable,113686,0,2020,Municipal Police
Abbotsford police,,Constable,113662,0,2020,Municipal Police
Abbotsford police,,Constable,113464,69,2020,Municipal Police
Abbotsford police,,Constable,113056,0,2020,Municipal Police
Abbotsford police,,Constable,113016,619,2020,Municipal Police
Abbotsford police,,Constable,112858,20,2020,Municipal Police
Abbotsford police,,Constable,112840,0,2020,Municipal Police
Abbotsford police,,Constable,112713,20,2020,Municipal Police
Abbotsford police,,Constable,112667,372,2020,Municipal Police
Abbotsford police,,Constable,112656,0,2020,Municipal Police
Abbotsford police,,Constable,112334,120,2020,Municipal Police
Abbotsford police,,Constable,112329,0,2020,Municipal Police
Abbotsford police,,Constable,111651,0,2020,Municipal Police
Abbotsford police,,Constable,111432,1289,2020,Municipal Police
Abbotsford police,,Constable,111399,1570,2020,Municipal Police
Abbotsford police,,Constable,111225,90,2020,Municipal Police
Abbotsford police,"Harder, H Margaret",HR Advisor,111217,420,2020,Municipal Police
Abbotsford police,,Constable,110929,363,2020,Municipal Police
Abbotsford police,,Constable,110834,266,2020,Municipal Police
Abbotsford police,,Constable,110814,573,2020,Municipal Police
Abbotsford police,,Constable,110663,420,2020,Municipal Police
Abbotsford police,,Constable,110576,251,2020,Municipal Police
Abbotsford police,,Constable,110517,0,2020,Municipal Police
Abbotsford police,,Constable,110240,0,2020,Municipal Police
Abbotsford police,,Constable,110164,0,2020,Municipal Police
Abbotsford police,,Constable,110024,336,2020,Municipal Police
Abbotsford police,,Constable,109903,75,2020,Municipal Police
Abbotsford police,,Constable,109538,221,2020,Municipal Police
Abbotsford police,,Constable,109340,29,2020,Municipal Police
Abbotsford police,,Constable,108089,0,2020,Municipal Police
Abbotsford police,,Constable,107970,2470,2020,Municipal Police
Abbotsford police,,Constable,107964,0,2020,Municipal Police
Abbotsford police,,Constable,107569,40,2020,Municipal Police
Abbotsford police,,Constable,107122,265,2020,Municipal Police
Abbotsford police,,Constable,106775,0,2020,Municipal Police
